Date,Close,Volume,Adj Close
2016-01-04,105.3499984741211,67649400,98.21358489990234
2016-01-05,102.70999908447266,55791000,95.7524185180664
2016-01-06,100.69999694824219,68457400,93.87858581542969
2016-01-07,96.44999694824219,81094400,89.91647338867188
2016-01-08,96.95999908447266,70798000,90.39190673828125
2016-01-11,98.52999877929688,49739400,91.8555679321289
2016-01-12,99.95999908447266,49154200,93.18870544433594
2016-01-13,97.38999938964844,62439600,90.79279327392578
2016-01-14,99.5199966430664,63170100,92.77849578857422
2016-01-15,97.12999725341797,79833900,90.5504150390625
2016-01-19,96.66000366210938,53087700,90.11225128173828
2016-01-20,96.79000091552734,72334400,90.23343658447266
2016-01-21,96.30000305175781,52161500,89.77662658691406
2016-01-22,101.41999816894531,65800500,94.54981231689453
2016-01-25,99.44000244140625,51794500,92.70393371582031
2016-01-26,99.98999786376953,75077000,93.21665954589844
2016-01-27,93.41999816894531,133369700,87.09172821044922
2016-01-28,94.08999633789062,55678800,87.7163314819336
2016-01-29,97.33999633789062,64416500,90.74617767333984
2016-02-01,96.43000030517578,40943500,89.8978271484375
2016-02-02,94.4800033569336,37357200,88.07992553710938
2016-02-03,96.3499984741211,45964300,89.8232421875
2016-02-04,96.5999984741211,46471700,90.54499053955078
2016-02-05,94.0199966430664,46418100,88.12669372558594
2016-02-08,95.01000213623047,54021400,89.05465698242188
2016-02-09,94.98999786376953,44331200,89.03590393066406
2016-02-10,94.2699966430664,42343600,88.36102294921875
2016-02-11,93.69999694824219,50074700,87.82674407958984
2016-02-12,93.98999786376953,40351400,88.09857177734375
2016-02-16,96.63999938964844,49057900,90.58246612548828
2016-02-17,98.12000274658203,44863200,91.96971130371094
2016-02-18,96.26000213623047,39021000,90.22628784179688
2016-02-19,96.04000091552734,35374200,90.02007293701172
2016-02-22,96.87999725341797,34280800,90.80741119384766
2016-02-23,94.69000244140625,31942600,88.75467681884766
2016-02-24,96.0999984741211,36255700,90.07630920410156
2016-02-25,96.76000213623047,27582700,90.6949462890625
2016-02-26,96.91000366210938,28991100,90.8355484008789
2016-02-29,96.69000244140625,35216300,90.62934112548828
2016-03-01,100.52999877929688,50407100,94.22864532470703
2016-03-02,100.75,33169600,94.43485260009766
2016-03-03,101.5,36955700,95.13784790039062
2016-03-04,103.01000213623047,46055100,96.55318450927734
2016-03-07,101.87000274658203,35828900,95.48465728759766
2016-03-08,101.02999877929688,31561900,94.69730377197266
2016-03-09,101.12000274658203,27201700,94.78165435791016
2016-03-10,101.16999816894531,33513600,94.82852935791016
2016-03-11,102.26000213623047,27408200,95.8501968383789
2016-03-14,102.5199966430664,25076100,96.09391021728516
2016-03-15,104.58000183105469,40067700,98.0247802734375
2016-03-16,105.97000122070312,38303500,99.3276596069336
2016-03-17,105.80000305175781,34420700,99.16829681396484
2016-03-18,105.91999816894531,44205200,99.28077697753906
2016-03-21,105.91000366210938,35502700,99.27140808105469
2016-03-22,106.72000122070312,32444400,100.03065490722656
2016-03-23,106.12999725341797,25703500,99.47762298583984
2016-03-24,105.66999816894531,26133000,99.04645538330078
2016-03-28,105.19000244140625,19411400,98.59654998779297
2016-03-29,107.68000030517578,31190100,100.93046569824219
2016-03-30,109.55999755859375,45601100,102.69261932373047
2016-03-31,108.98999786376953,25888400,102.15835571289062
2016-04-01,109.98999786376953,25874000,103.09566497802734
2016-04-04,111.12000274658203,37356200,104.15483856201172
2016-04-05,109.80999755859375,26578700,102.92696380615234
2016-04-06,110.95999908447266,26404100,104.0048599243164
2016-04-07,108.54000091552734,31801900,101.73655700683594
2016-04-08,108.66000366210938,23581700,101.84904479980469
2016-04-11,109.0199966430664,29407500,102.18647003173828
2016-04-12,110.44000244140625,27232300,103.51747131347656
2016-04-13,112.04000091552734,33257300,105.01717376708984
2016-04-14,112.0999984741211,25473900,105.07341003417969
2016-04-15,109.8499984741211,46939000,102.96444702148438
2016-04-18,107.4800033569336,60821500,100.74299621582031
2016-04-19,106.91000366210938,32384900,100.208740234375
2016-04-20,107.12999725341797,30611000,100.41494750976562
2016-04-21,105.97000122070312,31552500,99.3276596069336
2016-04-22,105.68000030517578,33683100,99.05583190917969
2016-04-25,105.08000183105469,28031600,98.49344635009766
2016-04-26,104.3499984741211,56016200,97.80919647216797
2016-04-27,97.81999969482422,114602100,91.68851470947266
2016-04-28,94.83000183105469,82242700,88.88593292236328
2016-04-29,93.73999786376953,68531500,87.8642349243164
2016-05-02,93.63999938964844,48160100,87.77051544189453
2016-05-03,95.18000030517578,56831300,89.21397399902344
2016-05-04,94.19000244140625,41025500,88.2860336303711
2016-05-05,93.23999786376953,35890500,87.92769622802734
2016-05-06,92.72000122070312,43699900,87.43732452392578
2016-05-09,92.79000091552734,32936400,87.5033187866211
2016-05-10,93.41999816894531,33686800,88.09742736816406
2016-05-11,92.51000213623047,28719100,87.23927307128906
2016-05-12,90.33999633789062,76314700,85.19290924072266
2016-05-13,90.5199966430664,44392800,85.36265563964844
2016-05-16,93.87999725341797,61259800,88.5312271118164
2016-05-17,93.48999786376953,46916900,88.16344451904297
2016-05-18,94.55999755859375,42062400,89.17247772216797
2016-05-19,94.19999694824219,30442100,88.8329849243164
2016-05-20,95.22000122070312,32026000,89.79486846923828
2016-05-23,96.43000030517578,38018600,90.9359359741211
2016-05-24,97.9000015258789,35140200,92.32218933105469
2016-05-25,99.62000274658203,38168800,93.94420623779297
2016-05-26,100.41000366210938,56331200,94.68917846679688
2016-05-27,100.3499984741211,36341200,94.63259887695312
2016-05-31,99.86000061035156,42307200,94.17052459716797
2016-06-01,98.45999908447266,29173300,92.85027313232422
2016-06-02,97.72000122070312,40191600,92.15245819091797
2016-06-03,97.91999816894531,28504900,92.34104919433594
2016-06-06,98.62999725341797,23292500,93.01058959960938
2016-06-07,99.02999877929688,22409500,93.38780975341797
2016-06-08,98.94000244140625,20848100,93.30293273925781
2016-06-09,99.6500015258789,26601400,93.97248077392578
2016-06-10,98.83000183105469,31712900,93.19921112060547
2016-06-13,97.33999633789062,38020500,91.79408264160156
2016-06-14,97.45999908447266,31931900,91.90725708007812
2016-06-15,97.13999938964844,29445200,91.60548400878906
2016-06-16,97.55000305175781,31326800,91.99214935302734
2016-06-17,95.33000183105469,61008200,89.89860534667969
2016-06-20,95.0999984741211,34411900,89.68171691894531
2016-06-21,95.91000366210938,35546400,90.445556640625
2016-06-22,95.55000305175781,29219100,90.10609436035156
2016-06-23,96.0999984741211,32240200,90.62474060058594
2016-06-24,93.4000015258789,75311400,88.07858276367188
2016-06-27,92.04000091552734,45489600,86.7960433959961
2016-06-28,93.58999633789062,40444900,88.25775146484375
2016-06-29,94.4000015258789,36531000,89.02159118652344
2016-06-30,95.5999984741211,35836400,90.1532211303711
2016-07-01,95.88999938964844,26026500,90.42669677734375
2016-07-05,94.98999786376953,27705200,89.57799530029297
2016-07-06,95.52999877929688,30949100,90.08722686767578
2016-07-07,95.94000244140625,25139600,90.47386932373047
2016-07-08,96.68000030517578,28912100,91.17170715332031
2016-07-11,96.9800033569336,23794900,91.4546127319336
2016-07-12,97.41999816894531,24167500,91.86954498291016
2016-07-13,96.87000274658203,25892200,91.35086059570312
2016-07-14,98.79000091552734,38919000,93.16149139404297
2016-07-15,98.77999877929688,30137000,93.15206146240234
2016-07-18,99.83000183105469,36493900,94.1422348022461
2016-07-19,99.87000274658203,23779900,94.1799545288086
2016-07-20,99.95999908447266,26276000,94.26483154296875
2016-07-21,99.43000030517578,32702000,93.76502990722656
2016-07-22,98.66000366210938,28313700,93.03889465332031
2016-07-25,97.33999633789062,40382900,91.79408264160156
2016-07-26,96.66999816894531,56239800,91.16226959228516
2016-07-27,102.94999694824219,92344800,97.08444213867188
2016-07-28,104.33999633789062,39869800,98.39525604248047
2016-07-29,104.20999908447266,27733700,98.2726821899414
2016-08-01,106.05000305175781,38167900,100.0078353881836
2016-08-02,104.4800033569336,33816600,98.52730560302734
2016-08-03,105.79000091552734,30202600,99.76266479492188
2016-08-04,105.87000274658203,27408700,100.37894439697266
2016-08-05,107.4800033569336,40553400,101.90543365478516
2016-08-08,108.37000274658203,28037200,102.74928283691406
2016-08-09,108.80999755859375,26315200,103.16645050048828
2016-08-10,108.0,24008500,102.39848327636719
2016-08-11,107.93000030517578,27484500,102.33209991455078
2016-08-12,108.18000030517578,18660400,102.56913757324219
2016-08-15,109.4800033569336,25868200,103.8017349243164
2016-08-16,109.37999725341797,33794400,103.70689392089844
2016-08-17,109.22000122070312,25356000,103.55518341064453
2016-08-18,109.08000183105469,21984700,103.42245483398438
