Date,compoundFT,compoundNYTimes,compoundBS,Close,Volume,Adj Close,RSI,MACD,Predicted Adj Close
2016-01-01,0.188,0.4249,0.36197999999999997,,,,,,
2016-01-02,-0.292075,0.3012666666666667,0.2713680310397856,,,,,,
2016-01-03,0.4341333333333333,0.3714,0.2713680310397856,,,,,,98.21358489990234
2016-01-04,0.18752000000000002,0.267025,0.21121666666666664,105.3499984741211,67649400.0,98.21358489990234,,0.0,95.7524185180664
2016-01-05,0.09779230769230768,0.11648888888888889,0.2363,102.70999908447266,55791000.0,95.7524185180664,,-0.055218476515534576,93.87858581542969
2016-01-06,0.3529066666666667,0.3651153846153846,0.23521999999999998,100.6999969482422,68457400.0,93.87858581542969,,-0.12846673920623175,89.91647338867188
2016-01-07,0.21039999999999998,0.44589999999999996,0.35287999999999997,96.4499969482422,81094400.0,89.91647338867188,,-0.3016836514704835,90.39190673828124
2016-01-08,0.20347999999999997,0.04394285714285714,0.13748571428571427,96.95999908447266,70798000.0,90.39190673828124,14.668720335637985,-0.37053734327093935,90.87979380289713
2016-01-09,0.377325,-0.008900000000000005,0.104625,97.48333231608073,63778466.666666664,90.87979380289713,14.832344035294312,-0.3841005429616047,91.36768086751302
2016-01-10,0.5153333333333333,0.27148069997501195,0.1354,98.0066655476888,56758933.333333336,91.36768086751302,14.886745913004646,-0.36408065072507156,91.8555679321289
2016-01-11,0.23381,0.37501818181818186,0.17923333333333333,98.52999877929688,49739400.0,91.8555679321289,14.913920797784428,-0.3215989499388172,93.18870544433594
2016-01-12,0.15505000000000002,0.20199166666666665,0.39715,99.95999908447266,49154200.0,93.18870544433594,19.13501933066827,-0.22114610108270938,90.79279327392578
2016-01-13,0.07392,0.26652666666666663,0.1903,97.38999938964844,62439600.0,90.79279327392578,19.666615157533116,-0.27008198476420375,92.77849578857422
2016-01-14,0.38707272727272724,0.20498,0.22841111111111115,99.5199966430664,63170100.0,92.77849578857422,24.688071153092494,-0.1958667165787915,90.5504150390625
2016-01-15,0.05353999999999999,-0.23832499999999998,0.22122999999999998,97.12999725341795,79833900.0,90.5504150390625,25.32326137009173,-0.26118168868840996,90.44087409973145
2016-01-16,0.13486666666666666,0.1766,0.27896666666666664,97.0124988555908,73147350.0,90.44087409973145,28.749824137978862,-0.3123441259938886,90.33133316040039
2016-01-17,0.013149999999999995,0.11380000000000001,0.43215,96.89500045776367,66460800.0,90.33133316040039,31.825858212925823,-0.3529317670865879,90.22179222106934
2016-01-18,0.27241666666666664,0.34438,-0.5820500000000001,96.77750205993652,59774250.0,90.22179222106934,34.60253360976394,-0.38553820699338814,90.11225128173828
2016-01-19,0.32607857142857144,-0.02904285714285711,0.2961,96.66000366210938,53087700.0,90.11225128173828,37.12152279284022,-0.4120775983138145,90.23343658447266
2016-01-20,0.38492,0.24493333333333334,0.22335,96.79000091552734,72334400.0,90.23343658447266,36.065267693248906,-0.41970423619662256,89.77662658691406
2016-01-21,0.29051,0.1294111111111111,0.3025769230769231,96.3000030517578,52161500.0,89.77662658691406,39.33524434590592,-0.4491944350346415,94.54981231689452
2016-01-22,0.31082499999999996,0.25678823529411765,0.32453333333333334,101.41999816894531,65800500.0,94.54981231689452,61.67978769735096,-0.16020009674848268,93.93451944986978
2016-01-23,0.26793999999999996,0.07727500000000001,0.2848,100.75999959309895,61131833.333333336,93.93451944986978,64.32230485127543,0.02436719833772827,93.31922658284505
2016-01-24,0.1696,0.389,0.20487500000000006,100.1000010172526,56463166.666666664,93.31922658284505,67.12831790670106,0.12596953324975857,92.70393371582031
2016-01-25,0.12523636363636365,0.2617545454545454,0.20166923076923077,99.44000244140624,51794500.0,92.70393371582031,70.26352433467913,0.16185861354358622,93.21665954589844
2016-01-26,0.23813333333333334,0.02898888888888889,0.32678,99.98999786376952,75077000.0,93.21665954589844,70.32305011994367,0.22260698498338627,87.09172821044922
2016-01-27,0.06374999999999999,0.2772769230769231,0.3484736842105264,93.41999816894531,133369700.0,87.09172821044922,60.112990469397026,-0.15390864352374933,87.7163314819336
2016-01-28,0.2221,0.214225,0.32486875000000004,94.08999633789062,55678800.0,87.7163314819336,59.106493065291176,-0.4014776289969575,90.74617767333984
2016-01-29,0.39923333333333333,0.2897416666666666,0.20861818181818184,97.33999633789062,64416500.0,90.74617767333984,62.029363955059694,-0.3767473034615847,90.46339416503906
2016-01-30,0.00010000000000000286,0.27148069997501195,0.24813333333333332,97.03666432698567,56592166.666666664,90.46339416503906,66.45394064876959,-0.3731208151856009,90.18061065673828
2016-01-31,0.3343,0.43137499999999995,0.2713680310397856,96.73333231608073,48767833.333333336,90.18061065673828,66.03445832669922,-0.3861645889961949,89.8978271484375
2016-02-01,0.17583846153846155,0.3559333333333334,0.275125,96.43000030517578,40943500.0,89.8978271484375,65.6202386459208,-0.4122358233955765,88.07992553710938
2016-02-02,0.3309666666666667,0.4058,0.19179090909090907,94.4800033569336,37357200.0,88.07992553710938,61.79765452063943,-0.5598383358493209,89.8232421875
2016-02-03,0.3467,0.2654,0.17434166666666664,96.3499984741211,45964300.0,89.8232421875,59.36484231791223,-0.5411325477267468,90.54499053955078
2016-02-04,0.32714166666666666,0.19172499999999998,0.2636428571428571,96.5999984741211,46471700.0,90.54499053955078,60.662833484918416,-0.4671288660560009,88.12669372558594
2016-02-05,0.1846777777777778,0.3095384615384615,0.2636625,94.0199966430664,46418100.0,88.12669372558594,56.718020836758484,-0.5829679859040908,88.43601481119792
2016-02-06,0.6789499999999999,0.13795000000000002,0.7214999999999999,94.3499984741211,48952533.333333336,88.43601481119792,44.36882032056029,-0.6437775423031411,88.74533589680989
2016-02-07,0.21725,0.27742,0.0656,94.6800003051758,51486966.666666664,88.74533589680989,39.9807364444998,-0.6607628011069977,89.05465698242188
2016-02-08,-0.04088750000000003,0.34368181818181814,0.08123846153846152,95.01000213623048,54021400.0,89.05465698242188,35.87416265165328,-0.6431799612801541,89.03590393066406
2016-02-09,0.06413333333333333,0.51583,0.05507272727272727,94.98999786376952,44331200.0,89.03590393066406,37.07350541333851,-0.6234410988001997,88.36102294921875
2016-02-10,0.1807375,0.15545714285714288,0.007133333333333334,94.2699966430664,42343600.0,88.36102294921875,40.35731365638666,-0.6520115786758396,87.82674407958984
2016-02-11,0.08032857142857143,0.3610142857142857,0.3462125,93.6999969482422,50074700.0,87.82674407958984,56.06191999787581,-0.7075539752931803,88.09857177734375
